Company_Name,Industry,Company_Age_Years,Annual_Revenue,Revenue_Growth_Pct,Profit_Margin_Pct,Debt_to_Equity,Current_Ratio,ROE_Pct,Market_Share_Pct,Customer_Growth_Pct,Customer_Retention_Pct,Management_Experience_Years,Business_Risk,Market_Risk,Expected_ROI_Pct,Investment_Amount,Industry_Growth_Pct,Investment_Decision
Company_04182,FMCG,6,32952149.0,9.21,9.21,0.2,1.25,11.86,4.89,12.16,83.89,6.4,Medium,Low,20.87,6780758.0,11.36,No
Company_04183,FMCG,4,72617197.0,8.66,12.5,1.16,1.02,9.39,2.75,13.87,82.85,4.2,Medium,High,9.27,10013514.0,3.48,No
Company_04184,Financial Services,24,13557680.0,33.66,16.53,1.07,2.13,11.14,5.86,40.75,96.58,19.6,Medium,Low,17.0,3434042.0,13.73,Yes
Company_04185,Technology,30,41796160.0,23.25,8.79,0.42,1.23,6.93,4.69,21.16,82.2,20.9,Medium,Low,22.74,9732688.0,16.29,Yes
Company_04186,Energy,11,115037728.0,15.15,5.75,0.4,2.1,11.91,5.4,39.75,83.92,12.0,Medium,Low,25.2,15107134.0,11.09,Yes
Company_04187,Technology,6,17343269.0,8.11,14.08,1.58,2.4,19.8,3.89,16.59,78.4,10.7,High,Low,13.58,2448511.0,14.7,Yes
Company_04188,Energy,24,57914635.0,12.07,-3.72,0.66,1.4,-3.94,5.66,21.61,85.23,15.2,High,High,5.61,5656042.0,4.0,No
Company_04189,FMCG,16,29234032.0,13.45,6.62,1.14,1.28,4.99,1.49,20.73,76.71,12.8,Medium,High,16.09,3740119.0,4.35,Yes
Company_04190,FMCG,19,35476974.0,9.31,2.07,0.51,2.15,7.6,6.31,6.27,70.26,14.8,High,High,3.21,9615547.0,4.12,No
Company_04191,Automobile,26,204159679.0,14.23,15.44,1.08,1.74,22.65,10.47,13.72,96.52,15.0,Medium,Low,17.08,12716922.0,10.43,Yes
Company_04192,Telecommunications,9,12293949.0,34.26,21.36,0.45,0.49,35.02,4.42,39.63,78.78,11.5,Low,Low,17.95,3579831.0,11.43,Yes
Company_04193,Manufacturing,22,95852331.0,17.29,7.18,0.95,2.57,-3.81,5.43,8.22,71.62,15.2,Medium,Medium,12.8,11904980.0,8.31,Yes
Company_04194,FMCG,3,33307546.0,21.57,25.57,0.91,2.03,21.93,1.76,20.72,85.43,6.8,Medium,Medium,33.61,8093219.0,9.89,Yes
Company_04195,Energy,23,31928806.0,6.9,15.4,0.24,1.6,26.34,7.01,5.87,79.68,16.9,Low,High,7.4,3725724.0,3.43,No
Company_04196,Healthcare,9,19437322.0,15.62,11.42,0.8,1.51,18.98,9.13,21.26,72.21,10.3,Low,Low,18.6,3100925.0,13.54,Yes
Company_04197,Technology,24,94901328.0,,20.09,0.51,2.16,31.71,14.53,21.47,83.82,16.9,Low,Low,26.27,14377286.0,18.01,Yes
Company_04198,Financial Services,9,42492563.0,8.73,5.71,1.37,1.65,4.22,1.07,22.79,74.88,4.5,Medium,Medium,6.27,7564279.0,6.66,No
Company_04199,Retail,5,38168249.0,11.04,8.04,0.85,,9.92,7.05,32.39,70.03,7.5,Medium,Medium,21.47,8148677.0,8.39,No
Company_04200,Energy,20,54892921.0,16.39,12.92,0.65,1.84,10.19,1.61,20.99,84.72,15.0,Low,Low,14.33,5805792.0,10.15,Yes
Company_04201,Telecommunications,24,43262186.0,-2.39,3.01,1.73,1.18,-7.55,6.45,7.07,78.42,13.7,High,High,5.5,5509507.0,-1.8,No
Company_04202,Healthcare,19,9128837.0,21.55,5.32,0.26,1.61,9.95,3.49,26.53,86.95,12.5,Medium,Low,17.52,2501650.0,17.01,Yes
Company_04203,Technology,22,32944438.0,20.62,6.85,2.16,1.48,19.37,6.92,19.38,75.26,21.3,High,Low,20.07,3280580.0,17.06,Yes
Company_04204,Real Estate,30,107034131.0,19.92,10.4,2.1,1.17,13.95,,16.29,88.4,21.3,High,Low,29.51,12836336.0,10.15,Yes
Company_04205,Technology,24,13893193.0,13.48,12.31,0.61,1.92,12.86,5.28,17.54,72.69,16.4,Low,Low,11.23,3243101.0,14.76,Yes
Company_04206,Manufacturing,2,19797898.0,-6.17,3.95,1.22,1.96,0.83,3.72,-8.22,77.25,4.3,High,High,6.07,2037794.0,4.83,No
Company_04207,Energy,21,34787228.0,10.43,1.09,0.98,2.65,10.94,5.55,18.51,76.28,15.2,High,Medium,17.26,6505880.0,9.6,No
Company_04208,Manufacturing,16,26983973.0,15.53,12.77,0.19,1.4,18.17,9.2,13.67,73.88,19.5,Low,Medium,11.86,3285149.0,9.75,Yes
Company_04209,Technology,19,48828802.0,25.85,19.05,0.71,2.25,25.64,5.95,29.17,87.44,13.5,Low,Low,21.12,7352436.0,16.1,Yes
Company_04210,Technology,23,19745148.0,17.41,7.53,0.37,2.58,3.0,8.36,14.27,85.26,15.9,Medium,Low,20.89,5060833.0,19.26,Yes
Company_04211,Technology,13,35957823.0,25.08,20.83,0.36,2.32,21.46,2.03,21.53,80.69,6.7,Low,Low,19.96,4059776.0,18.29,Yes
Company_04212,Energy,2,48001279.0,24.71,16.78,0.64,1.49,26.71,5.21,35.38,,3.9,Low,Low,19.33,2493008.0,13.76,Yes
Company_04213,Manufacturing,8,86801366.0,18.72,5.85,0.65,1.59,6.57,3.65,17.95,81.7,9.0,Medium,Low,2.05,18206309.0,10.46,No
Company_04214,Healthcare,20,144040424.0,8.39,5.61,1.46,2.5,5.54,8.29,7.96,80.17,15.7,Medium,Low,7.02,39631802.0,10.93,No
Company_04215,Energy,29,40033153.0,5.65,6.68,0.5,1.68,25.74,7.06,3.77,71.93,25.0,Medium,Medium,2.16,7949520.0,7.43,No
Company_04216,Automobile,2,248855949.0,16.29,9.66,0.6,1.75,14.52,3.58,15.28,78.85,5.5,Medium,Low,16.14,46627915.0,10.25,Yes
Company_04217,Technology,25,42764320.0,33.42,2.16,1.59,1.38,4.45,5.53,34.78,,16.9,High,Low,10.62,2860543.0,19.05,No
Company_04218,Manufacturing,8,101146189.0,8.7,5.15,0.68,,8.11,4.56,-1.45,84.16,10.7,Medium,High,9.47,8524316.0,5.6,No
Company_04219,FMCG,3,258218101.0,9.87,6.4,0.57,0.45,6.3,6.45,16.75,61.43,6.8,Medium,Medium,13.38,27945361.0,8.03,No
Company_04220,Financial Services,8,56285399.0,9.24,18.49,1.2,1.25,23.82,6.27,13.61,78.71,11.0,Medium,Low,13.85,2866124.0,15.83,Yes
Company_04221,Financial Services,20,15557228.0,10.73,10.5,1.0,1.18,26.71,5.23,17.99,85.26,18.4,Medium,Low,16.85,2358024.0,10.28,Yes
Company_04222,Energy,14,54016593.0,8.79,4.94,0.79,2.62,11.16,2.1,18.56,81.1,17.6,High,Low,14.29,10003666.0,10.79,Yes
Company_04223,Telecommunications,26,29729106.0,11.67,7.37,1.25,1.82,1.91,13.13,14.55,74.56,10.6,Medium,Medium,5.51,5199005.0,8.48,No
Company_04224,Automobile,25,39597096.0,4.28,10.07,0.38,1.68,11.95,9.93,6.9,58.08,13.5,Low,Low,11.04,4845548.0,11.87,Yes
Company_04225,Energy,6,270224570.0,6.27,6.49,0.54,1.66,11.09,5.3,11.85,81.87,7.7,Medium,High,0.4,23942856.0,5.57,No
Company_04226,FMCG,24,17684244.0,1.52,4.41,2.25,0.81,-0.97,7.01,-4.38,85.82,17.7,High,High,6.06,5226743.0,5.58,No
Company_04227,Retail,20,64548689.0,18.64,8.34,0.14,2.57,9.78,7.39,18.49,80.3,13.4,Medium,Medium,13.13,12289299.0,9.06,Yes
Company_04228,Energy,2,23711494.0,0.39,9.48,0.52,1.58,8.14,3.19,8.26,84.82,5.9,Medium,High,7.37,2495071.0,3.4,No
Company_04229,Manufacturing,2,38494438.0,8.18,1.89,0.39,2.12,2.8,11.21,15.37,81.21,8.1,High,Medium,9.27,9476285.0,9.19,No
Company_04230,Healthcare,28,94173516.0,18.73,5.69,0.78,1.39,9.96,1.33,33.93,81.22,13.1,Medium,Low,18.57,15809704.0,13.76,Yes
Company_04231,FMCG,19,65527006.0,13.18,5.26,1.05,1.68,13.24,1.65,14.72,84.1,11.2,Medium,Low,13.12,6710723.0,13.35,Yes
Company_04232,Manufacturing,25,41295171.0,30.72,8.24,1.38,1.17,5.55,3.14,40.02,83.65,20.0,Medium,Low,18.64,9635495.0,11.21,Yes
Company_04233,Retail,2,28780346.0,20.39,7.37,0.6,1.63,10.96,6.22,22.04,91.73,4.8,Medium,Low,7.04,6731956.0,10.88,Yes
Company_04234,Telecommunications,28,65410936.0,13.61,14.48,0.45,2.36,17.69,5.45,9.01,85.57,23.7,Low,Low,19.58,17286975.0,10.49,Yes
Company_04235,Technology,29,213482896.0,18.68,,0.34,1.86,20.41,5.24,21.74,81.8,19.8,Low,Low,12.69,12515030.0,13.11,Yes
Company_04236,Financial Services,6,23239975.0,-2.98,,0.77,1.95,6.94,4.77,-2.3,91.93,13.7,Medium,Low,-1.12,3981621.0,10.5,No
Company_04237,Technology,10,253899192.0,34.9,15.75,2.42,1.58,20.83,4.06,34.37,80.05,14.5,High,Low,19.12,40470878.0,23.28,Yes
Company_04238,Automobile,13,138600520.0,15.35,7.03,0.54,2.67,14.04,2.18,10.9,84.7,10.9,Medium,Medium,19.47,38866953.0,8.76,No
Company_04239,FMCG,10,160127980.0,13.84,-0.36,0.72,1.3,-5.77,2.04,14.29,84.79,6.0,High,Low,11.77,24004271.0,11.35,No
Company_04240,Financial Services,19,64987213.0,20.85,12.31,0.81,1.67,27.52,2.17,17.82,90.01,15.9,Low,Low,21.75,18028298.0,13.89,Yes
Company_04241,FMCG,24,135298482.0,11.38,10.99,0.59,1.87,21.29,2.46,25.29,82.93,16.0,Low,High,8.84,39687806.0,3.57,Yes
Company_04242,Retail,12,21210926.0,10.02,5.84,1.64,1.1,0.26,1.99,17.46,78.08,10.9,High,Medium,10.39,6161416.0,9.93,No
Company_04243,Automobile,2,28337491.0,15.1,4.94,1.46,1.73,17.36,1.97,10.09,80.39,5.9,High,Medium,23.3,7988112.0,9.44,No
Company_04244,Manufacturing,20,95867281.0,21.33,5.33,1.18,1.72,18.21,4.18,19.75,85.71,11.1,Medium,Low,15.31,10239007.0,10.99,Yes
Company_04245,Retail,23,64295607.0,12.92,10.68,1.27,,12.27,9.93,12.55,97.84,17.8,Medium,Medium,9.13,15220720.0,6.74,Yes
Company_04246,Real Estate,26,44075349.0,5.88,8.7,0.51,1.84,14.24,6.66,6.63,67.11,15.5,Medium,High,8.6,7235363.0,4.65,No
Company_04247,Financial Services,11,5958421.0,14.65,16.2,0.4,1.42,22.17,2.74,11.62,88.57,8.4,Low,Medium,19.84,1513459.0,9.57,Yes
Company_04248,Technology,3,34531435.0,28.38,9.22,0.52,0.88,5.33,3.19,29.72,91.62,6.6,Medium,Low,28.75,9782198.0,15.71,Yes
Company_04249,Energy,8,18431797.0,20.04,9.97,0.88,1.84,20.63,17.16,28.13,88.28,12.8,Medium,Low,5.73,3916194.0,11.55,Yes
Company_04250,Real Estate,21,76060355.0,8.31,8.91,0.63,1.27,1.97,3.61,8.1,80.01,15.1,Medium,Low,11.31,19787876.0,13.45,Yes
Company_04251,Retail,3,42501091.0,,,1.03,1.67,14.76,2.47,15.14,78.26,4.3,Medium,Low,14.38,6592787.0,13.19,Yes
Company_04252,Technology,20,29311137.0,24.76,16.64,0.8,1.33,31.55,4.15,14.66,,15.4,Low,Low,19.92,7397449.0,18.58,Yes
Company_04253,Financial Services,7,472717007.0,19.14,17.4,0.36,0.98,12.88,3.45,9.38,,13.0,Low,Medium,15.12,44175645.0,7.99,Yes
Company_04254,Manufacturing,11,120840478.0,12.0,4.11,1.48,1.86,5.97,2.87,15.71,87.19,13.4,High,Medium,7.52,6432414.0,8.77,No
Company_04255,Healthcare,10,122672024.0,14.04,7.8,0.57,2.16,18.81,5.11,16.8,67.98,5.1,Medium,Low,8.66,23547313.0,13.63,Yes
Company_04256,FMCG,9,325026227.0,-0.47,,1.16,2.31,20.96,11.39,0.31,71.27,10.7,Medium,Medium,4.8,66448306.0,6.1,No
Company_04257,Real Estate,27,98877926.0,7.87,10.35,0.47,1.54,19.9,2.12,6.38,78.42,21.9,Low,Medium,11.68,15815904.0,9.73,Yes
Company_04258,Manufacturing,12,25964029.0,23.62,12.78,0.46,1.81,13.58,6.44,23.07,78.25,11.8,Low,Low,19.58,3091861.0,12.16,Yes
Company_04259,Retail,10,23507302.0,14.99,12.01,0.45,1.97,11.16,9.5,18.55,86.08,5.8,Low,Low,18.85,3621506.0,10.61,Yes
Company_04260,Retail,21,113543991.0,14.38,13.44,0.34,2.36,17.26,6.7,12.82,76.52,10.7,Low,Low,17.28,7775931.0,12.08,Yes
Company_04261,Technology,29,8684778.0,25.36,14.52,0.35,0.84,21.29,9.8,27.65,99.0,16.4,Low,Low,22.24,1139048.0,13.29,Yes
Company_04262,Telecommunications,21,46801269.0,20.43,12.56,0.92,0.92,21.05,7.09,20.91,78.05,11.3,Medium,Medium,22.6,11031655.0,9.8,Yes
Company_04263,Retail,10,7897666.0,4.76,8.1,0.45,2.55,14.98,3.18,7.35,71.93,6.9,Medium,Medium,4.92,1914065.0,6.91,No
Company_04264,Retail,9,54382368.0,17.58,17.61,0.91,0.8,29.12,16.07,6.49,89.51,5.8,Medium,Medium,15.37,9723875.0,6.18,Yes
Company_04265,FMCG,29,103335680.0,0.99,5.89,0.79,2.25,10.46,7.01,7.84,76.22,18.4,Medium,Medium,5.88,11062070.0,9.6,No
Company_04266,Retail,16,63403953.0,18.86,11.16,1.22,2.43,9.54,22.07,22.53,88.59,11.6,Medium,Low,16.69,7692749.0,12.65,Yes
Company_04267,Energy,3,110987320.0,14.85,18.03,0.43,2.23,15.6,1.49,14.01,91.26,6.9,Low,Medium,22.04,15558916.0,9.46,Yes
Company_04268,Technology,25,265635722.0,27.11,14.59,1.34,1.13,24.33,23.64,27.21,91.45,19.0,Medium,Low,22.66,45107968.0,16.06,Yes
Company_04269,Automobile,2,44257079.0,15.6,10.1,0.46,1.29,20.65,8.76,20.76,77.35,3.1,Low,Medium,21.73,5480544.0,9.93,Yes
Company_04270,Real Estate,10,543769896.0,9.7,12.29,0.17,1.79,28.96,6.79,10.92,67.48,15.4,Low,Medium,21.98,64626829.0,8.41,Yes
Company_04271,Energy,10,59906947.0,6.46,9.56,0.83,2.7,28.53,2.75,12.1,92.35,13.2,Medium,High,9.35,10206803.0,4.62,No
Company_04272,Real Estate,14,112035223.0,26.12,9.05,0.46,2.74,19.24,8.1,28.8,72.13,6.7,Medium,High,11.94,15694729.0,4.27,No
Company_04273,Healthcare,9,29743770.0,16.34,11.82,1.71,1.8,18.79,10.89,23.92,97.24,11.0,High,Low,21.91,6877152.0,12.76,Yes
Company_04274,Manufacturing,28,198034229.0,17.42,6.79,0.89,0.86,8.28,1.6,13.62,80.1,16.9,Medium,Low,14.71,59347378.0,10.24,Yes
Company_04275,Energy,22,121204194.0,-3.11,15.45,0.72,1.84,15.52,7.24,-0.35,75.31,16.4,Low,Medium,7.56,7210672.0,8.03,No
Company_04276,Energy,6,174645222.0,7.24,9.79,0.84,1.63,14.65,3.28,-1.45,75.19,9.8,Medium,Low,15.21,33686627.0,10.03,No
Company_04277,Retail,30,52370935.0,14.98,5.61,0.57,1.78,8.82,7.28,11.19,81.31,17.9,Medium,Medium,14.06,5478421.0,8.35,No
Company_04278,Financial Services,4,17200150.0,4.39,6.0,1.89,0.7,21.33,2.56,-1.74,73.67,6.9,High,Low,8.42,2967027.0,12.69,No
Company_04279,Technology,22,73947903.0,22.41,15.73,0.55,1.91,24.6,11.42,23.46,85.61,14.0,Low,Low,20.54,12481307.0,15.57,Yes
Company_04280,Retail,5,11817201.0,12.39,4.27,0.97,0.9,6.53,4.75,12.37,79.62,9.0,High,Low,8.15,2587703.0,14.47,No
Company_04281,Healthcare,18,37572225.0,9.01,22.58,0.48,0.45,23.68,8.14,7.34,70.94,13.6,Low,Low,12.32,9017110.0,13.24,No
Company_04282,FMCG,17,58817615.0,12.92,2.57,0.75,1.87,9.16,9.37,6.9,72.72,14.6,High,Low,18.0,13237184.0,15.02,Yes
Company_04283,Healthcare,17,377157795.0,,17.73,0.38,2.85,24.22,6.07,19.74,80.63,12.8,Low,Low,28.87,51543884.0,14.06,Yes
Company_04284,Technology,26,65548434.0,20.69,9.12,0.85,1.28,10.78,2.84,15.87,64.2,12.6,Medium,Low,18.11,4083719.0,15.36,Yes
Company_04285,Manufacturing,27,56296359.0,3.93,3.82,0.78,1.49,3.27,7.55,11.16,66.08,17.7,High,Medium,7.96,6935249.0,7.3,No
Company_04286,Energy,21,47391621.0,12.1,12.35,1.01,2.21,20.5,4.7,14.27,90.21,17.2,Medium,High,17.93,12042204.0,3.67,Yes
Company_04287,Telecommunications,4,15978527.0,12.83,7.55,0.97,2.36,9.24,5.66,9.27,90.02,10.7,Medium,High,12.49,2537822.0,4.03,Yes
Company_04288,Energy,7,53783943.0,5.69,16.21,0.76,1.81,19.7,3.94,7.11,86.52,3.8,Low,High,13.76,12071040.0,5.36,Yes
Company_04289,Financial Services,2,54569400.0,21.9,4.81,2.3,1.17,5.63,1.56,25.45,87.36,6.9,High,Low,25.63,11196637.0,12.18,Yes
Company_04290,Automobile,22,21948653.0,17.47,13.65,0.74,2.48,35.71,5.19,20.09,84.93,19.2,Low,Medium,25.19,4820973.0,7.42,Yes
Company_04291,Manufacturing,17,18234023.0,19.52,9.92,0.77,1.07,15.35,3.39,18.26,85.24,12.0,Medium,Low,11.45,4336098.0,10.56,Yes
Company_04292,Technology,16,33204584.0,18.13,12.47,0.72,1.47,12.4,6.08,16.89,76.03,16.9,Low,Low,18.55,8858559.0,19.85,Yes
Company_04293,Manufacturing,8,52837229.0,4.48,10.56,0.84,2.06,-0.3,4.88,3.66,87.16,3.1,Low,Medium,5.22,5412648.0,9.74,No
Company_04294,Telecommunications,3,33889389.0,4.39,-0.69,0.64,0.9,-7.64,3.55,13.64,71.26,4.5,High,Low,11.85,2091838.0,13.24,No
Company_04295,Retail,11,20466284.0,3.88,9.02,0.61,1.98,11.62,20.01,9.44,98.96,7.2,Medium,High,5.53,3663120.0,5.47,No
Company_04296,Financial Services,26,63937396.0,10.97,14.86,1.13,2.33,30.26,4.08,20.71,75.92,17.8,Medium,Low,22.68,17718090.0,10.55,Yes
Company_04297,Healthcare,29,79048359.0,12.38,12.05,0.73,2.67,30.58,5.27,15.08,72.69,17.9,Low,Low,8.87,6670124.0,11.38,Yes
Company_04298,Healthcare,16,55430282.0,18.48,9.22,1.34,1.46,12.18,16.95,14.55,99.0,16.6,Medium,Low,11.25,15694876.0,15.81,Yes
Company_04299,Retail,7,30984519.0,17.41,3.76,0.26,1.57,9.51,2.6,27.18,72.61,12.0,High,High,9.05,8240193.0,2.28,No
Company_04300,Energy,3,82900233.0,4.29,10.48,1.73,2.03,14.06,8.63,4.32,85.17,5.9,High,High,7.04,24114914.0,3.67,No
Company_04301,Technology,25,42523902.0,18.34,20.41,1.23,1.35,29.21,3.08,13.65,84.09,19.4,Medium,Low,21.32,5223695.0,15.68,Yes
Company_04302,Real Estate,25,18197821.0,2.93,10.95,0.73,1.58,14.15,4.3,-0.87,83.77,14.6,Low,Low,15.71,2785993.0,12.65,Yes
Company_04303,Automobile,18,120642389.0,28.27,19.01,0.72,1.93,21.52,6.47,34.41,92.36,16.6,Low,Medium,19.6,31126989.0,9.68,Yes
Company_04304,Energy,29,67525467.0,-2.27,11.17,1.07,1.92,11.9,10.53,0.56,84.01,13.4,Medium,High,11.75,8057818.0,3.95,Yes
Company_04305,Automobile,2,45178723.0,3.46,5.8,0.43,0.74,13.93,2.57,1.1,66.39,14.8,Medium,High,7.93,13284009.0,5.41,No
Company_04306,Technology,2,13152721.0,28.89,13.81,0.77,1.11,26.7,5.9,26.48,85.94,8.5,Low,Low,15.88,1086497.0,21.02,Yes
Company_04307,Manufacturing,29,26546337.0,12.86,14.17,0.82,0.73,16.6,3.09,31.07,82.81,24.2,Low,Medium,20.47,3556552.0,8.14,Yes
Company_04308,Energy,5,278050808.0,19.67,3.43,0.24,0.89,11.31,7.6,24.36,87.74,10.5,High,High,14.77,45850595.0,5.17,No
Company_04309,Automobile,21,13872830.0,,14.98,0.91,1.12,21.17,9.39,22.38,81.82,13.1,Medium,Low,16.84,1393287.0,13.43,Yes
Company_04310,Automobile,17,40381676.0,14.46,16.48,0.36,1.67,19.65,7.72,19.17,73.97,4.1,Low,Low,25.78,2602535.0,12.03,Yes
Company_04311,Financial Services,9,49310528.0,25.13,12.27,1.36,1.61,21.18,2.96,15.71,75.39,7.8,Medium,Low,24.16,13343516.0,14.82,Yes
Company_04312,Real Estate,2,65655953.0,16.28,14.65,1.57,0.47,27.94,2.44,12.51,80.01,8.9,High,High,29.03,8504072.0,5.15,No
Company_04313,Technology,27,14005186.0,9.8,6.38,1.72,1.12,5.4,4.47,6.92,70.11,13.3,High,Low,10.39,2686034.0,11.42,No
Company_04314,Telecommunications,20,57978533.0,17.14,10.96,0.63,0.93,13.67,2.25,27.05,76.64,20.8,Low,Medium,18.4,5549375.0,7.4,Yes
Company_04315,Real Estate,12,11927341.0,10.45,7.93,0.62,1.66,20.92,6.98,0.57,76.06,10.8,Medium,Medium,7.72,2791053.0,9.01,Yes
Company_04316,Healthcare,18,54317012.0,16.37,12.9,0.25,1.45,17.58,12.53,12.69,78.88,21.0,Low,Low,21.54,4134093.0,14.09,Yes
Company_04317,FMCG,26,28716871.0,16.44,10.09,1.09,2.4,9.84,3.0,18.68,99.0,15.9,Medium,Low,13.03,6532535.0,12.43,Yes
Company_04318,Technology,11,23951576.0,11.13,1.07,0.33,1.72,5.25,7.02,10.37,72.35,12.7,High,Low,6.06,5081216.0,10.8,No
Company_04319,Retail,13,101658341.0,11.54,5.95,0.34,1.47,9.89,2.99,7.65,58.18,13.5,Medium,Low,9.68,20138860.0,11.58,No
Company_04320,Manufacturing,10,40925678.0,16.6,20.37,0.63,1.62,32.75,11.31,16.92,83.72,5.7,Low,Medium,19.33,9035947.0,6.71,Yes
Company_04321,Energy,8,74789477.0,2.86,10.47,0.41,1.44,14.78,,14.61,71.92,10.8,Low,Low,23.28,8589645.0,10.57,Yes
Company_04322,Real Estate,30,76924612.0,2.14,-3.02,0.44,2.52,-0.53,4.75,9.33,87.54,21.2,High,Medium,7.58,15412765.0,6.58,No
Company_04323,FMCG,13,147154561.0,13.28,15.96,0.77,1.56,21.04,8.22,5.35,79.09,14.1,Low,High,15.16,8627102.0,5.56,Yes
Company_04324,Manufacturing,16,17903638.0,10.66,3.58,1.22,1.94,8.12,8.62,13.13,80.68,17.0,High,Medium,15.36,2049163.0,8.17,No
Company_04325,Automobile,9,109200574.0,14.6,14.68,1.01,2.15,28.98,2.3,6.0,69.92,5.3,Medium,High,17.4,22654928.0,4.66,Yes
Company_04326,Real Estate,18,50704537.0,13.63,16.46,0.83,1.38,26.28,6.9,17.24,80.95,15.7,Low,Medium,8.59,8158076.0,8.12,Yes
Company_04327,Technology,6,36256443.0,7.35,9.12,1.41,0.68,7.24,3.34,14.87,89.56,5.0,Medium,Low,12.85,2003288.0,13.68,No
Company_04328,Real Estate,15,18824516.0,13.8,5.05,0.8,1.48,10.5,5.42,7.58,87.55,9.7,Medium,Low,20.26,3729239.0,10.36,Yes
Company_04329,Technology,3,83732336.0,24.66,8.85,0.56,2.12,15.25,4.0,28.92,83.9,4.0,Medium,Low,18.72,21643041.0,17.92,Yes
Company_04330,Automobile,17,22831295.0,18.7,14.26,0.49,0.85,21.66,5.09,29.8,,14.3,Low,Low,19.89,1146939.0,14.06,Yes
Company_04331,Financial Services,30,77645889.0,11.82,3.92,1.02,1.86,-1.37,9.09,0.72,84.07,21.5,High,Low,13.35,17265666.0,12.1,Yes
Company_04332,Technology,18,257412321.0,18.64,8.19,0.41,2.25,13.3,2.38,21.24,84.43,13.2,Medium,Low,22.38,27191200.0,17.56,Yes
Company_04333,Retail,4,115008207.0,12.28,12.27,0.91,2.5,13.7,1.6,15.15,90.51,7.7,Medium,Low,12.43,8793597.0,13.2,Yes
Company_04334,Energy,24,163161773.0,-0.16,3.71,0.59,2.14,-1.72,3.74,1.2,80.38,12.1,High,Medium,6.09,30071090.0,6.12,No
Company_04335,Retail,2,27136209.0,-2.7,13.51,0.47,1.94,25.79,10.26,-7.04,82.12,7.9,Low,High,9.91,5669156.0,4.54,Yes
Company_04336,Technology,28,95616566.0,22.33,6.72,0.47,1.89,9.04,2.79,26.09,79.03,17.1,Medium,Low,15.61,6114067.0,16.6,Yes
Company_04337,Energy,19,18905262.0,0.63,-8.0,1.28,1.02,-7.8,3.58,0.21,73.6,11.3,High,High,0.23,1112350.0,3.73,No
Company_04338,Telecommunications,19,40999609.0,21.39,7.81,0.47,1.26,17.28,10.68,24.86,,7.0,Medium,Low,21.41,10739186.0,14.36,Yes
Company_04339,Retail,5,219665131.0,,11.23,0.64,0.81,22.06,12.3,9.88,82.26,5.1,Low,Low,19.79,14619987.0,13.37,Yes
Company_04340,Healthcare,16,29825303.0,13.3,14.24,0.58,1.81,17.89,7.84,15.49,,12.4,Low,Low,12.96,1698018.0,19.49,Yes
Company_04341,Retail,29,128596007.0,9.33,7.01,1.34,1.92,11.24,6.52,27.25,80.78,20.7,Medium,Medium,9.63,15914184.0,9.19,No
Company_04342,Technology,20,118548567.0,35.31,13.38,1.75,1.69,12.33,9.58,28.04,67.86,11.9,High,Low,24.84,29534670.0,17.65,Yes
Company_04343,Automobile,20,124655392.0,9.95,9.04,1.24,1.85,7.74,3.82,-5.44,84.58,14.0,Medium,Medium,15.55,24806961.0,7.62,No
Company_04344,Automobile,11,17031615.0,19.17,19.93,0.61,2.18,33.7,7.84,21.96,86.88,15.4,Low,Low,18.37,4252367.0,11.65,Yes
Company_04345,Energy,6,78135447.0,8.53,10.77,0.91,1.0,15.66,2.98,8.59,74.78,12.2,Medium,High,10.45,5263038.0,4.35,No
Company_04346,Retail,20,43768493.0,-5.47,3.33,0.45,1.82,12.65,14.32,-4.68,82.49,13.4,High,High,7.4,7022126.0,1.37,No
Company_04347,Automobile,12,126121450.0,19.77,21.61,0.84,1.87,26.86,9.85,15.53,80.26,9.9,Low,Medium,15.39,28955011.0,6.63,Yes
Company_04348,Manufacturing,8,12246898.0,6.9,8.57,0.29,1.55,15.38,7.67,11.18,80.2,15.1,Medium,High,10.61,2790978.0,5.63,No
Company_04349,Automobile,6,68350078.0,7.26,-1.78,0.85,0.57,-9.51,4.0,17.81,73.81,9.2,High,Low,-5.0,15259899.0,13.43,No
Company_04350,Energy,21,60608911.0,12.86,2.9,0.73,1.19,11.49,,10.54,80.11,14.4,High,Low,13.28,16537126.0,13.45,Yes
Company_04351,Automobile,13,9211234.0,6.35,11.19,0.96,1.45,15.69,4.94,14.16,66.38,11.5,Medium,High,12.19,1104795.0,4.79,No
Company_04352,Energy,20,23556828.0,20.12,2.54,0.74,1.83,3.1,3.48,23.78,79.27,12.3,High,Low,17.08,2079359.0,11.88,Yes
Company_04353,Retail,16,10552825.0,10.09,11.71,1.19,1.72,20.24,7.31,14.58,94.5,8.9,Medium,Low,2.8,1078856.0,11.85,Yes
Company_04354,Real Estate,13,26967192.0,24.63,8.52,0.49,2.84,18.76,1.45,27.66,83.75,10.9,Medium,High,16.07,4061368.0,3.29,Yes
Company_04355,Manufacturing,5,79746873.0,5.27,14.05,1.14,2.22,16.72,8.9,4.58,76.37,11.9,Medium,Medium,15.28,7389421.0,8.83,Yes
Company_04356,Energy,13,59032241.0,13.54,10.82,0.97,1.71,8.26,2.56,19.54,77.59,11.2,Medium,Medium,26.55,15981200.0,6.26,Yes
